customerid,recency,frequency,monetary,Cluster3,Cluster4,Cluster,ClusterLabel
17176,201,1,306.13,1,2,2,Lost Customers
13863,247,1,305.78,1,2,2,Lost Customers
15219,176,1,305.75,1,2,2,Lost Customers
16796,89,1,305.62,2,0,0,Potential Customers
16181,73,1,305.54,2,0,0,Potential Customers
18220,226,1,305.28,1,2,2,Lost Customers
13045,99,1,305.2799999999999,2,0,0,Potential Customers
12623,276,1,305.1,1,2,2,Lost Customers
13667,149,1,305.0199999999999,1,2,2,Lost Customers
17941,130,1,304.56,2,0,0,Potential Customers
15163,18,2,304.46999999999986,2,0,0,Potential Customers
16217,235,2,304.25000000000006,1,2,2,Lost Customers
18185,249,1,304.25,1,2,2,Lost Customers
17732,372,1,303.97,1,2,2,Lost Customers
16400,94,1,303.93,2,0,0,Potential Customers
13083,4,2,303.75,2,0,0,Potential Customers
17433,88,1,303.16,2,0,0,Potential Customers
15060,8,4,303.0899999999999,2,0,0,Potential Customers
16425,302,1,302.7,1,2,2,Lost Customers
14248,318,1,302.58,1,2,2,Lost Customers
18165,177,1,302.46000000000004,1,2,2,Lost Customers
16104,61,1,302.36,2,0,0,Potential Customers
16292,121,1,302.25,2,0,0,Potential Customers
17506,75,1,302.20000000000005,2,0,0,Potential Customers
15054,12,2,302.0999999999999,2,0,0,Potential Customers
17094,322,1,302.0,1,2,2,Lost Customers
16297,268,1,301.9,1,2,2,Lost Customers
16715,78,1,301.7200000000001,2,0,0,Potential Customers
15667,39,1,301.32,2,0,0,Potential Customers
15148,10,1,301.29,2,0,0,Potential Customers
15623,141,1,301.03,1,0,0,Potential Customers
13479,200,2,300.95,1,2,2,Lost Customers
17978,365,1,300.92,1,2,2,Lost Customers
16430,57,1,300.85,2,0,0,Potential Customers
16479,10,2,300.83,2,0,0,Potential Customers
14762,263,1,300.52,1,2,2,Lost Customers
13304,351,1,300.42,1,2,2,Lost Customers
15254,127,1,300.36,2,0,0,Potential Customers
13745,162,1,300.0400000000001,1,2,2,Lost Customers
18053,70,1,300.02000000000004,2,0,0,Potential Customers
16402,264,2,299.6,1,2,2,Lost Customers
18215,89,1,299.34,2,0,0,Potential Customers
17124,185,1,298.89000000000004,1,2,2,Lost Customers
15609,184,1,298.48,1,2,2,Lost Customers
17255,40,2,298.4099999999999,2,0,0,Potential Customers
17824,51,1,298.4,2,0,0,Potential Customers
17678,263,1,298.11,1,2,2,Lost Customers
12881,275,1,298.0,1,2,2,Lost Customers
15857,18,1,297.0,2,0,0,Potential Customers
13708,271,1,296.88,1,2,2,Lost Customers
14985,198,2,296.7499999999998,1,2,2,Lost Customers
17531,190,1,296.7,1,2,2,Lost Customers
13441,91,1,296.64000000000004,2,0,0,Potential Customers
15154,75,1,296.4200000000001,2,0,0,Potential Customers
13751,288,1,296.25000000000006,1,2,2,Lost Customers
13504,64,1,295.93,2,0,0,Potential Customers
16998,149,4,295.0,1,2,2,Lost Customers
13573,50,2,294.4,2,0,0,Potential Customers
15732,212,2,294.11999999999995,1,2,2,Lost Customers
17163,21,2,293.1,2,0,0,Potential Customers
12829,336,2,293.0,1,2,2,Lost Customers
15545,54,2,292.72,2,0,0,Potential Customers
16721,262,1,292.47,1,2,2,Lost Customers
13259,61,1,292.31999999999994,2,0,0,Potential Customers
13502,16,3,291.99999999999994,2,0,0,Potential Customers
13449,23,1,291.88,2,0,0,Potential Customers
13544,39,2,291.41,2,0,0,Potential Customers
14656,169,2,291.0499999999999,1,2,2,Lost Customers
14947,72,2,290.82,2,0,0,Potential Customers
16648,42,1,290.66,2,0,0,Potential Customers
15279,354,1,290.51,1,2,2,Lost Customers
17691,358,2,290.4,1,2,2,Lost Customers
16526,171,1,290.36,1,2,2,Lost Customers
17081,25,2,290.16,2,0,0,Potential Customers
14784,26,2,289.99,2,0,0,Potential Customers
17464,158,1,289.96000000000004,1,2,2,Lost Customers
14953,25,1,289.8199999999999,2,0,0,Potential Customers
16897,299,2,289.78000000000003,1,2,2,Lost Customers
14162,173,2,289.36,1,2,2,Lost Customers
16125,367,1,289.35,1,2,2,Lost Customers
14549,311,1,289.2399999999999,1,2,2,Lost Customers
17501,220,2,288.6,1,2,2,Lost Customers
16808,99,2,288.42,2,0,0,Potential Customers
15396,112,1,288.18000000000006,2,0,0,Potential Customers
17977,29,1,288.14,2,0,0,Potential Customers
17080,22,2,287.62,2,0,0,Potential Customers
17760,21,2,287.59000000000003,2,0,0,Potential Customers
16432,64,1,287.40000000000003,2,0,0,Potential Customers
13760,54,2,286.7900000000001,2,0,0,Potential Customers
16555,35,2,285.89,2,0,0,Potential Customers
14660,86,2,285.73999999999995,2,0,0,Potential Customers
17636,19,1,285.56000000000006,2,0,0,Potential Customers
16429,106,1,284.55,2,0,0,Potential Customers
18190,192,2,284.46000000000004,1,2,2,Lost Customers
13121,269,1,283.7299999999999,1,2,2,Lost Customers
13439,255,1,283.7100000000001,1,2,2,Lost Customers
12703,71,1,283.55,2,0,0,Potential Customers
17783,72,2,283.47,2,0,0,Potential Customers
17251,362,1,283.28,1,2,2,Lost Customers
18270,38,2,283.15000000000003,2,0,0,Potential Customers
17694,141,1,283.12000000000006,1,0,0,Potential Customers
14350,274,1,282.93,1,2,2,Lost Customers
13754,151,2,282.6,1,2,2,Lost Customers
13177,64,1,282.45,2,0,0,Potential Customers
17247,15,1,282.1899999999998,2,0,0,Potential Customers
16557,24,2,281.85,2,0,0,Potential Customers
17403,36,1,281.62000000000006,2,0,0,Potential Customers
16848,52,1,281.42,2,0,0,Potential Customers
14242,234,2,280.55000000000007,1,2,2,Lost Customers
13606,29,3,280.54,2,0,0,Potential Customers
16149,4,2,280.52,2,0,0,Potential Customers
14975,57,1,279.94,2,0,0,Potential Customers
15556,24,1,279.77,2,0,0,Potential Customers
14480,11,1,279.05,2,0,0,Potential Customers
17786,85,2,278.74,2,0,0,Potential Customers
14764,46,1,278.3,2,0,0,Potential Customers
14908,74,1,277.8,2,0,0,Potential Customers
17968,373,1,277.35,1,2,2,Lost Customers
13803,255,1,277.07,1,2,2,Lost Customers
15355,29,2,277.05000000000007,2,0,0,Potential Customers
16883,187,2,276.7299999999999,1,2,2,Lost Customers
13272,31,2,276.55999999999995,2,0,0,Potential Customers
14508,22,2,276.42,2,0,0,Potential Customers
12750,128,1,275.88,2,0,0,Potential Customers
14512,187,2,275.28,1,2,2,Lost Customers
16313,3,2,274.15,2,0,0,Potential Customers
16727,364,1,272.82,1,2,2,Lost Customers
17254,4,2,272.4399999999998,2,0,0,Potential Customers
17498,75,1,272.22,2,0,0,Potential Customers
14819,64,2,272.07,2,0,0,Potential Customers
13917,49,2,272.04,2,0,0,Potential Customers
14816,197,1,271.85,1,2,2,Lost Customers
13058,24,3,271.40000000000003,2,0,0,Potential Customers
13837,211,2,271.23999999999995,1,2,2,Lost Customers
17767,15,1,271.2,2,0,0,Potential Customers
17496,358,1,271.04999999999995,1,2,2,Lost Customers
18108,254,1,270.99999999999994,1,2,2,Lost Customers
17011,30,1,270.90000000000003,2,0,0,Potential Customers
15774,68,1,270.79999999999995,2,0,0,Potential Customers
13533,182,3,270.7900000000002,1,2,2,Lost Customers
14520,1,2,270.6,2,0,0,Potential Customers
13242,112,3,270.40000000000003,2,0,0,Potential Customers
12558,7,1,269.96,2,0,0,Potential Customers
14727,274,1,268.58000000000004,1,2,2,Lost Customers
15408,264,1,267.18,1,2,2,Lost Customers
17550,197,3,267.1600000000001,1,2,2,Lost Customers
15320,44,1,267.13,2,0,0,Potential Customers
17708,187,2,267.08,1,2,2,Lost Customers
15517,233,1,267.03,1,2,2,Lost Customers
16451,87,1,266.97,2,0,0,Potential Customers
14863,29,1,266.76,2,0,0,Potential Customers
15119,245,1,266.4,1,2,2,Lost Customers
12962,7,2,266.39,2,0,0,Potential Customers
15019,266,1,265.99999999999994,1,2,2,Lost Customers
14068,320,1,265.85,1,2,2,Lost Customers
17430,32,2,265.76,2,0,0,Potential Customers
14423,218,1,265.2,1,2,2,Lost Customers
13973,287,1,264.70000000000005,1,2,2,Lost Customers
15912,178,2,264.62,1,2,2,Lost Customers
14452,10,2,264.44,2,0,0,Potential Customers
15894,253,2,263.54999999999995,1,2,2,Lost Customers
12492,63,2,263.21,2,0,0,Potential Customers
16936,25,1,262.67999999999995,2,0,0,Potential Customers
17194,273,2,262.62,1,2,2,Lost Customers
16413,56,1,262.2,2,0,0,Potential Customers
17385,14,1,261.11,2,0,0,Potential Customers
13189,18,2,260.68,2,0,0,Potential Customers
14053,124,2,260.25,2,0,0,Potential Customers
15014,43,2,260.17,2,0,0,Potential Customers
15143,225,1,259.45,1,2,2,Lost Customers
17125,50,1,259.35,2,0,0,Potential Customers
13127,77,1,259.17,2,0,0,Potential Customers
16447,135,1,259.01,2,0,0,Potential Customers
15577,151,3,258.8799999999999,1,2,2,Lost Customers
13277,15,4,258.4,2,0,0,Potential Customers
13227,201,1,257.7,1,2,2,Lost Customers
14375,185,1,257.6799999999999,1,2,2,Lost Customers
18009,235,1,257.34000000000003,1,2,2,Lost Customers
13626,252,1,257.23,1,2,2,Lost Customers
16048,373,2,256.44,1,2,2,Lost Customers
12430,43,1,256.4,2,0,0,Potential Customers
13806,63,1,256.38,2,0,0,Potential Customers
17896,23,1,256.32,2,0,0,Potential Customers
15277,46,1,255.9,2,0,0,Potential Customers
14761,58,2,255.9,2,0,0,Potential Customers
14881,19,1,255.4,2,0,0,Potential Customers
16226,203,3,255.12,1,2,2,Lost Customers
15261,135,1,254.82,2,0,0,Potential Customers
12604,79,2,254.17999999999992,2,0,0,Potential Customers
14765,29,3,254.11,2,0,0,Potential Customers
15689,119,2,254.1,2,0,0,Potential Customers
12797,365,1,254.03,1,2,2,Lost Customers
15759,218,3,253.04,1,2,2,Lost Customers
17860,368,1,252.79999999999995,1,2,2,Lost Customers
15035,89,1,252.73,2,0,0,Potential Customers
13404,1,2,252.49,2,0,0,Potential Customers
15346,332,1,252.42,1,2,2,Lost Customers
13645,120,1,252.1,2,0,0,Potential Customers
13711,218,2,252.06,1,2,2,Lost Customers
16330,17,3,251.91000000000005,2,0,0,Potential Customers
16836,39,2,251.87,2,0,0,Potential Customers
17155,17,2,251.69999999999996,2,0,0,Potential Customers
16976,267,1,251.52,1,2,2,Lost Customers
16024,12,1,251.24,2,0,0,Potential Customers
13512,260,1,251.21,1,2,2,Lost Customers
14501,183,2,251.21,1,2,2,Lost Customers
13207,15,2,250.26,2,0,0,Potential Customers
16596,15,2,250.15,2,0,0,Potential Customers
17303,361,1,250.04,1,2,2,Lost Customers
15510,330,1,250.0,1,2,2,Lost Customers
17456,365,1,249.86,1,2,2,Lost Customers
18005,3,2,249.71999999999989,2,0,0,Potential Customers
16124,317,1,249.00000000000003,1,2,2,Lost Customers
13061,72,1,248.61,2,0,0,Potential Customers
17111,47,1,248.61,2,0,0,Potential Customers
18212,326,1,248.42,1,2,2,Lost Customers
16510,372,1,248.1,1,2,2,Lost Customers
15097,4,1,248.08,2,0,0,Potential Customers
13592,35,4,247.96,2,0,0,Potential Customers
18072,185,1,247.44000000000003,1,2,2,Lost Customers
13349,10,1,247.32,2,0,0,Potential Customers
14658,5,2,247.14999999999995,2,0,0,Potential Customers
17051,194,1,247.14,1,2,2,Lost Customers
15783,10,1,246.3,2,0,0,Potential Customers
17278,241,1,246.04,1,2,2,Lost Customers
16778,74,2,245.94,2,0,0,Potential Customers
17771,56,2,245.81,2,0,0,Potential Customers
12660,11,1,245.1,2,0,0,Potential Customers
15118,134,1,244.8,2,0,0,Potential Customers
16601,40,1,244.8,2,0,0,Potential Customers
16528,3,1,244.41,2,0,0,Potential Customers
17892,56,3,244.1,2,0,0,Potential Customers
17925,372,1,244.08,1,2,2,Lost Customers
13103,39,1,243.94000000000003,2,0,0,Potential Customers
16793,57,1,243.83999999999995,2,0,0,Potential Customers
18193,165,1,243.76,1,2,2,Lost Customers
13886,71,1,243.56,2,0,0,Potential Customers
15634,17,1,243.54999999999995,2,0,0,Potential Customers
17339,94,2,243.36,2,0,0,Potential Customers
17908,373,1,243.27999999999997,1,2,2,Lost Customers
14647,201,1,243.2199999999999,1,2,2,Lost Customers
16215,80,1,242.35,2,0,0,Potential Customers
15776,133,1,241.62000000000003,2,0,0,Potential Customers
14523,108,1,241.09,2,0,0,Potential Customers
16427,263,2,241.06,1,2,2,Lost Customers
15598,53,1,240.67999999999995,2,0,0,Potential Customers
15286,49,1,240.55,2,0,0,Potential Customers
13565,19,2,240.22000000000008,2,0,0,Potential Customers
17256,107,2,239.99999999999997,2,0,0,Potential Customers
17181,57,2,239.91999999999996,2,0,0,Potential Customers
15690,4,2,239.76,2,0,0,Potential Customers
13570,243,1,239.48999999999995,1,2,2,Lost Customers
17684,43,1,239.41000000000005,2,0,0,Potential Customers
16756,214,1,239.4,1,2,2,Lost Customers
15850,19,2,238.85000000000005,2,0,0,Potential Customers
12561,302,1,238.85,1,2,2,Lost Customers
12718,71,1,238.24999999999997,2,0,0,Potential Customers
17877,170,1,237.61,1,2,2,Lost Customers
14586,276,1,237.35999999999996,1,2,2,Lost Customers
15457,262,1,237.0700000000001,1,2,2,Lost Customers
18110,19,1,236.3000000000001,2,0,0,Potential Customers
12732,179,1,236.26000000000008,1,2,2,Lost Customers
16026,43,1,236.09,2,0,0,Potential Customers
13187,337,1,236.02,1,2,2,Lost Customers
15462,94,3,234.6,2,0,0,Potential Customers
14473,74,2,234.34,2,0,0,Potential Customers
17060,266,1,234.23999999999995,1,2,2,Lost Customers
16961,116,1,234.17,2,0,0,Potential Customers
12736,332,1,234.00000000000003,1,2,2,Lost Customers
15483,161,4,233.81000000000003,1,2,2,Lost Customers
13348,64,1,233.76,2,0,0,Potential Customers
16583,373,1,233.45,1,2,2,Lost Customers
14995,38,2,233.23,2,0,0,Potential Customers
16302,126,1,233.22000000000003,2,0,0,Potential Customers
13678,151,1,232.6,1,2,2,Lost Customers
18213,236,1,232.48,1,2,2,Lost Customers
16117,189,1,232.21,1,2,2,Lost Customers
15393,16,2,231.86,2,0,0,Potential Customers
16641,105,1,231.1,2,0,0,Potential Customers
18030,4,2,230.65,2,0,0,Potential Customers
15866,101,1,230.52999999999992,2,0,0,Potential Customers
16445,33,1,230.5099999999999,2,0,0,Potential Customers
13786,367,1,230.4,1,2,2,Lost Customers
16926,371,1,230.25000000000003,1,2,2,Lost Customers
13960,21,2,230.22,2,0,0,Potential Customers
12812,44,1,229.64,2,0,0,Potential Customers
13474,236,1,229.58999999999995,1,2,2,Lost Customers
13008,323,1,229.47,1,2,2,Lost Customers
15528,254,1,229.33,1,2,2,Lost Customers
14793,21,1,228.99,2,0,0,Potential Customers
17347,86,1,228.96,2,0,0,Potential Customers
13146,26,1,228.91000000000005,2,0,0,Potential Customers
13712,246,1,228.84,1,2,2,Lost Customers
13070,192,1,228.8,1,2,2,Lost Customers
17969,166,2,228.2,1,2,2,Lost Customers
16527,81,1,228.06,2,0,0,Potential Customers
14569,1,1,227.39,2,0,0,Potential Customers
17212,253,1,226.85,1,2,2,Lost Customers
17572,71,4,226.75,2,0,0,Potential Customers
16315,330,1,226.37,1,2,2,Lost Customers
16777,80,2,226.35,2,0,0,Potential Customers
16619,263,1,226.21,1,2,2,Lost Customers
17789,281,1,225.9,1,2,2,Lost Customers
12672,329,1,225.9,1,2,2,Lost Customers
14624,57,2,225.85,2,0,0,Potential Customers
14357,43,1,225.77000000000007,2,0,0,Potential Customers
12402,323,1,225.6,1,2,2,Lost Customers
16690,72,2,225.58,2,0,0,Potential Customers
14052,19,1,225.35999999999996,2,0,0,Potential Customers
16587,232,1,225.14999999999995,1,2,2,Lost Customers
17171,289,1,224.91,1,2,2,Lost Customers
15175,71,1,224.14000000000004,2,0,0,Potential Customers
16471,274,1,223.95,1,2,2,Lost Customers
16753,58,1,223.92,2,0,0,Potential Customers
14929,32,1,223.88,2,0,0,Potential Customers
13926,23,1,223.85,2,0,0,Potential Customers
18101,11,2,223.65,2,0,0,Potential Customers
17534,53,1,223.36,2,0,0,Potential Customers
15637,52,1,223.36,2,0,0,Potential Customers
13382,280,1,222.99,1,2,2,Lost Customers
15897,194,2,222.05000000000004,1,2,2,Lost Customers
14598,44,1,221.97,2,0,0,Potential Customers
14960,8,2,221.27,2,0,0,Potential Customers
16392,269,1,221.19000000000003,1,2,2,Lost Customers
13419,63,1,221.06,2,0,0,Potential Customers
15790,10,1,220.85,2,0,0,Potential Customers
16482,15,1,220.62,2,0,0,Potential Customers
18114,290,1,220.1,1,2,2,Lost Customers
13079,4,5,220.1,2,0,0,Potential Customers
13600,312,1,219.52,1,2,2,Lost Customers
15096,42,1,219.39,2,0,0,Potential Customers
16895,64,1,219.14,2,0,0,Potential Customers
12702,19,1,219.0,2,0,0,Potential Customers
13669,50,2,218.55,2,0,0,Potential Customers
17619,312,1,218.52000000000004,1,2,2,Lost Customers
13428,10,1,218.4699999999999,2,0,0,Potential Customers
12574,315,1,218.45,1,2,2,Lost Customers
15724,201,2,218.25,1,2,2,Lost Customers
14570,280,2,218.0599999999999,1,2,2,Lost Customers
16634,222,2,217.9,1,2,2,Lost Customers
13271,37,1,217.37999999999997,2,0,0,Potential Customers
15554,277,1,217.2,1,2,2,Lost Customers
16080,81,2,217.16,2,0,0,Potential Customers
13739,18,1,216.9,2,0,0,Potential Customers
13503,71,1,216.85,2,0,0,Potential Customers
15460,354,1,216.7599999999999,1,2,2,Lost Customers
12897,204,2,216.5,1,2,2,Lost Customers
15604,52,1,216.39,2,0,0,Potential Customers
17436,1,2,216.30000000000004,2,0,0,Potential Customers
14104,154,2,216.21,1,2,2,Lost Customers
13858,57,1,216.17,2,0,0,Potential Customers
16179,60,1,215.83,2,0,0,Potential Customers
15052,319,1,215.78,1,2,2,Lost Customers
17580,252,3,215.72000000000003,1,2,2,Lost Customers
14476,257,1,215.7,1,2,2,Lost Customers
16189,15,2,215.48,2,0,0,Potential Customers
16519,25,2,215.08,2,0,0,Potential Customers
16190,40,1,215.08,2,0,0,Potential Customers
12831,262,1,215.05,1,2,2,Lost Customers
12588,39,1,214.9,2,0,0,Potential Customers
16338,157,1,214.8,1,2,2,Lost Customers
16411,19,2,214.65,2,0,0,Potential Customers
16846,50,1,214.32,2,0,0,Potential Customers
16647,169,2,214.06,1,2,2,Lost Customers
14601,10,1,213.96,2,0,0,Potential Customers
13621,116,1,213.85,2,0,0,Potential Customers
17153,24,1,213.78000000000003,2,0,0,Potential Customers
14241,183,1,213.7,1,2,2,Lost Customers
13411,107,1,213.54999999999995,2,0,0,Potential Customers
16591,68,1,213.5,2,0,0,Potential Customers
15540,11,1,213.3,2,0,0,Potential Customers
14984,19,2,213.27,2,0,0,Potential Customers
17928,45,2,212.54,2,0,0,Potential Customers
16017,47,1,211.88,2,0,0,Potential Customers
16356,197,3,211.77,1,2,2,Lost Customers
15703,264,1,211.5,1,2,2,Lost Customers
12995,85,1,211.32,2,0,0,Potential Customers
16415,44,1,210.3499999999999,2,0,0,Potential Customers
13532,33,1,210.31,2,0,0,Potential Customers
13828,22,1,209.49000000000004,2,0,0,Potential Customers
17855,372,1,208.97,1,2,2,Lost Customers
15327,52,1,208.75,2,0,0,Potential Customers
17514,128,1,208.64999999999995,2,0,0,Potential Customers
16914,36,1,208.46,2,0,0,Potential Customers
16457,218,1,208.36,1,2,2,Lost Customers
12547,197,2,207.8,1,2,2,Lost Customers
18191,261,1,207.8,1,2,2,Lost Customers
16866,140,3,207.74,2,0,0,Potential Customers
17923,282,1,207.5,1,2,2,Lost Customers
16752,372,1,207.5,1,2,2,Lost Customers
16323,196,1,207.5,1,2,2,Lost Customers
13099,99,1,207.36,2,0,0,Potential Customers
15925,194,1,207.15,1,2,2,Lost Customers
15820,319,1,206.98,1,2,2,Lost Customers
18126,60,1,206.83000000000007,2,0,0,Potential Customers
17166,38,2,206.34,2,0,0,Potential Customers
14964,247,1,206.21,1,2,2,Lost Customers
13065,373,1,205.86,1,2,2,Lost Customers
17670,227,1,205.7,1,2,2,Lost Customers
17843,303,1,205.48,1,2,2,Lost Customers
15307,95,1,205.3,2,0,0,Potential Customers
15758,24,1,205.25,2,0,0,Potential Customers
13513,126,1,205.1,2,0,0,Potential Customers
15319,283,1,204.5,1,2,2,Lost Customers
17206,53,1,204.24,2,0,0,Potential Customers
13017,7,1,204.0,2,0,0,Potential Customers
18273,2,3,204.0,2,0,0,Potential Customers
17187,226,1,203.95000000000005,1,2,2,Lost Customers
17394,219,1,203.87,1,2,2,Lost Customers
17889,212,2,203.87,1,2,2,Lost Customers
17891,162,1,203.86,1,2,2,Lost Customers
17376,70,2,203.2,2,0,0,Potential Customers
15723,364,1,203.1,1,2,2,Lost Customers
14381,52,1,202.6800000000001,2,0,0,Potential Customers
18169,60,1,202.65000000000003,2,0,0,Potential Customers
14385,9,3,202.11,2,0,0,Potential Customers
15347,366,1,201.6,1,2,2,Lost Customers
13295,359,1,201.2,1,2,2,Lost Customers
13284,330,1,201.19,1,2,2,Lost Customers
16965,226,1,201.19,1,2,2,Lost Customers
13859,326,1,201.16,1,2,2,Lost Customers
17988,11,7,201.12,2,0,0,Potential Customers
17693,137,1,200.47,2,0,0,Potential Customers
13262,263,1,200.29,1,2,2,Lost Customers
15437,262,1,200.16000000000005,1,2,2,Lost Customers
13980,60,1,200.14,2,0,0,Potential Customers
14782,319,1,200.1,1,2,2,Lost Customers
13723,217,1,199.85,1,2,2,Lost Customers
15593,70,1,199.8,2,0,0,Potential Customers
13322,17,1,199.48,2,0,0,Potential Customers
17383,4,1,199.29,2,0,0,Potential Customers
16832,184,3,199.15,1,2,2,Lost Customers
17987,185,1,198.57,1,2,2,Lost Customers
16178,138,1,197.9,1,0,0,Potential Customers
12450,156,2,197.88,1,2,2,Lost Customers
12581,39,1,197.71,2,0,0,Potential Customers
14185,331,1,197.65,1,2,2,Lost Customers
14789,28,1,197.64,2,0,0,Potential Customers
17301,21,1,197.6300000000001,2,0,0,Potential Customers
16829,156,1,197.22,1,2,2,Lost Customers
14830,53,1,197.13,2,0,0,Potential Customers
15234,276,1,197.0,1,2,2,Lost Customers
12586,17,1,196.94,2,0,0,Potential Customers
13436,1,1,196.89,2,0,0,Potential Customers
15746,134,1,196.88,2,0,0,Potential Customers
13978,14,2,196.79,2,0,0,Potential Customers
17660,141,1,196.0,1,0,0,Potential Customers
16112,143,4,195.74,2,0,0,Potential Customers
13792,66,2,195.54999999999995,2,0,0,Potential Customers
17010,18,1,195.36,2,0,0,Potential Customers
14666,24,1,195.25,2,0,0,Potential Customers
15612,36,2,195.15,2,0,0,Potential Customers
14100,137,1,194.9,2,0,0,Potential Customers
16887,35,1,194.88,2,0,0,Potential Customers
14087,2,1,194.42,2,0,0,Potential Customers
17475,79,1,194.37,2,0,0,Potential Customers
15683,117,1,193.75,2,0,0,Potential Customers
15198,92,2,193.64,2,0,0,Potential Customers
17343,355,1,193.64,1,2,2,Lost Customers
16847,43,1,193.44,2,0,0,Potential Customers
17608,33,2,193.42,2,0,0,Potential Customers
14806,75,1,193.39,2,0,0,Potential Customers
14801,61,1,193.14,2,0,0,Potential Customers
13568,173,1,192.85000000000005,1,2,2,Lost Customers
12522,39,2,192.72000000000003,2,0,0,Potential Customers
14768,17,2,192.6,2,0,0,Potential Customers
12791,373,1,192.6,1,2,2,Lost Customers
15909,173,1,191.94,1,2,2,Lost Customers
17904,21,1,191.67,2,0,0,Potential Customers
14966,14,1,191.32,2,0,0,Potential Customers
15692,28,1,191.04,2,0,0,Potential Customers
17233,35,1,190.88,2,0,0,Potential Customers
13033,357,1,190.55,1,2,2,Lost Customers
15412,171,1,190.53000000000003,1,2,2,Lost Customers
13972,70,2,190.25000000000003,2,0,0,Potential Customers
17885,12,1,190.19,2,0,0,Potential Customers
12361,287,1,189.9,1,2,2,Lost Customers
13826,176,1,189.5,1,2,2,Lost Customers
13663,179,1,189.47,1,2,2,Lost Customers
18045,45,1,189.4,2,0,0,Potential Customers
16448,198,1,188.89,1,2,2,Lost Customers
14697,218,2,188.61,1,2,2,Lost Customers
12893,30,1,188.14,2,0,0,Potential Customers
17781,159,2,188.02,1,2,2,Lost Customers
14722,147,1,187.92000000000004,1,2,2,Lost Customers
17279,57,1,187.83,2,0,0,Potential Customers
18013,155,2,187.29000000000005,1,2,2,Lost Customers
17440,156,3,186.42,1,2,2,Lost Customers
13672,301,2,186.39,1,2,2,Lost Customers
14551,18,2,186.23,2,0,0,Potential Customers
15567,18,1,186.01,2,0,0,Potential Customers
12641,115,1,185.9,2,0,0,Potential Customers
17574,242,1,185.65000000000003,1,2,2,Lost Customers
14199,218,1,185.4,1,2,2,Lost Customers
16097,240,1,185.05,1,2,2,Lost Customers
13482,232,1,184.64,1,2,2,Lost Customers
17680,23,1,184.4,2,0,0,Potential Customers
16433,28,1,184.26,2,0,0,Potential Customers
15124,22,2,184.19,2,0,0,Potential Customers
14326,242,1,183.85,1,2,2,Lost Customers
16680,43,1,183.7,2,0,0,Potential Customers
14059,266,1,183.6,1,2,2,Lost Customers
13460,29,2,183.44,2,0,0,Potential Customers
13059,249,1,183.4,1,2,2,Lost Customers
17772,10,2,182.77,2,0,0,Potential Customers
14082,364,1,182.25,1,2,2,Lost Customers
18119,367,1,181.12,1,2,2,Lost Customers
15886,60,1,181.09000000000003,2,0,0,Potential Customers
16594,75,1,181.08999999999995,2,0,0,Potential Customers
15945,365,1,181.0,1,2,2,Lost Customers
15292,201,1,180.94,1,2,2,Lost Customers
16835,128,2,180.85,2,0,0,Potential Customers
18280,277,1,180.6,1,2,2,Lost Customers
13710,31,1,180.48,2,0,0,Potential Customers
15041,170,1,180.35,1,2,2,Lost Customers
13598,47,1,180.17000000000004,2,0,0,Potential Customers
12622,232,1,180.1,1,2,2,Lost Customers
18147,45,2,179.34,2,0,0,Potential Customers
15895,149,1,179.17,1,2,2,Lost Customers
15454,362,1,179.10000000000002,1,2,2,Lost Customers
14705,198,1,179.0,1,2,2,Lost Customers
16990,218,1,179.0,1,2,2,Lost Customers
16620,3,2,178.96000000000004,2,0,0,Potential Customers
15139,239,2,178.96,1,2,2,Lost Customers
15262,323,1,178.95000000000002,1,2,2,Lost Customers
13778,103,1,178.7,2,0,0,Potential Customers
17879,173,1,178.52,1,2,2,Lost Customers
17253,18,1,178.26,2,0,0,Potential Customers
17356,311,1,178.21999999999997,1,2,2,Lost Customers
18282,7,2,178.04999999999998,2,0,0,Potential Customers
16403,312,1,177.5,1,2,2,Lost Customers
13618,173,1,177.34,1,2,2,Lost Customers
12618,21,1,177.30999999999997,2,0,0,Potential Customers
13072,266,1,177.14999999999998,1,2,2,Lost Customers
12923,64,1,176.97,2,0,0,Potential Customers
17947,37,1,176.68,2,0,0,Potential Customers
14287,8,3,176.63,2,0,0,Potential Customers
12509,284,1,176.5,1,2,2,Lost Customers
18274,30,1,175.92,2,0,0,Potential Customers
17582,236,1,175.27000000000004,1,2,2,Lost Customers
17331,123,1,175.2,2,0,0,Potential Customers
16144,246,1,175.2,1,2,2,Lost Customers
18010,256,1,174.8,1,2,2,Lost Customers
14355,365,1,174.4,1,2,2,Lost Customers
13560,7,1,174.37000000000006,2,0,0,Potential Customers
14518,64,1,174.37000000000003,2,0,0,Potential Customers
15335,53,1,173.97,2,0,0,Potential Customers
18278,73,1,173.89999999999998,2,0,0,Potential Customers
16861,59,2,173.76,2,0,0,Potential Customers
14798,52,3,173.73999999999995,2,0,0,Potential Customers
16565,364,1,173.7,1,2,2,Lost Customers
12441,366,1,173.54999999999998,1,2,2,Lost Customers
15565,50,2,173.15999999999997,2,0,0,Potential Customers
15670,296,1,173.04999999999998,1,2,2,Lost Customers
14693,264,1,172.9,1,2,2,Lost Customers
18048,203,2,172.29000000000002,1,2,2,Lost Customers
13922,351,1,172.25,1,2,2,Lost Customers
